id,views,likes,dislikes,comments
pBIKPrWK7mE,175637,6432,82,490
KPV4Pac3muA,1502902,11298,920,1155
xo6EcR8xvFM,1327882,4321,573,1487
5fAM7PG8Jjk,314071,4216,284,1778
QfmIUoZej9Q,467088,9228,220,1234
5khTN_EnAlY,40407,0,0,319
lzgQrHFDNLE,177648,6932,786,697
_fpyjYPnEGA,70493,584,125,111
YMLKPWDmvlA,180487,1242,32,372
UrykleUEkpY,163524,8632,115,1273
5lRwrPwp0eM,24236,306,24,86
lzzavO5a4OQ,387955,20680,490,1526
g1BUfk0dd20,7889,220,0,3
Ay3gshiguqc,18621,29,15,27
TyJMdoHaHyM,955180,203,27,82
YyOcY4s05cw,289277,2909,235,1109
w6ffL3PJ2Og,196775,5888,77,683
i-PVtYfQutM,79686,493,74,278
UwdLlnPaRAU,229515,9435,90,759
YCtHcroNWLo,111484,808,94,613
asUeleSCSgw,164870,1693,39,160
ne3sgQNOaZM,298675,7437,429,1379
d_WLZV5_x2w,86493,3422,95,565
0ayARJdf7I4,1141,0,0,0
QjNapuOHoT0,90299,1794,12,146
L3Yt3mi7bhU,319114,1581,79,58
Qixn6GMy5_M,30590,886,14,58
AXN0_eEo5-g,277600,16620,403,2188
nqR7jkb3ehM,1187,0,0,0
NTQkjhKoPbk,294237,5750,89,364
Sk5TFr-HOyE,61215,2424,26,208
n8yMMri5C8o,186276,13990,251,367
_oOymFaH7Gs,3090,108,4,42
wpIu93O1IGY,32029,125,56,0
NOjXOijfQTk,17051,36,10,37
YfIpOLtflWM,206367,7225,33,585
u5E1Z3Upmt8,347414,4448,250,3483
4XiCjg0E8Go,267039,3852,70,397
p8XP7A7kvzM,4722974,119111,3782,6651
fRj34o4hN4I,1603415,65599,700,12169
t1shnJT8NCY,397983,5666,1682,1306
coOKvrsmQiI,2585193,40778,3499,8834
I_ZMccfRt6E,112990,128,33,432
7GzgwKwGhKQ,337185,37109,358,4784
ssVrzoCgr_w,333089,6745,198,1282
qS6LoRYUdhw,329318,21146,215,2112
7Q59auc8ctE,554732,15248,325,2055
nRafaCcfrcI,2935330,281104,2679,16009
p9wE8dyzEJE,2336528,6729,167,1286
4zT9DsfIsP4,791834,10359,228,749
16W7c0mb-rE,1164713,88543,742,6750
duRDizP0gHQ,501670,28310,422,4084
KLQQAYneljQ,212803,4134,177,274
lJFqvRwOiis,505886,23207,5376,7030
lTQlbULOrCg,1028474,19155,1268,409
rOuSqjF9M8Y,324544,10121,312,1094
0O2IAz1E9Ts,334497,12594,622,588
PDlw1Tn-PVk,394281,42935,893,2694
LyqEhGyeF5g,323829,4131,262,385
0oj_NpgyZ5Q,313793,20657,226,10869
IFtFzBIPBFo,141104,8572,99,1590
pOEzjT-SED0,804363,39819,6304,10586
qgVrs6lqhnA,136041,6228,93,815
lmkRzT90LWA,95700,6608,84,1213
4T4mt9MuHEI,132315,5623,102,2966
2bAixXh2fU0,177515,5487,94,1740
jKkOYEW7RvQ,685641,8969,398,4995
0KcvQpRdCzQ,986574,36300,789,5398
KdgOhXgKZMo,137072,1661,12,277
iozi0XkOJG8,529568,2366,199,1137
FHl0nIdbiLA,655161,21013,2563,2671
KstndSY3_-s,736556,14610,852,708
Gb7xq3th3wM,134340,10608,52,879
gkznH1SpVec,134235,13802,1114,5453
pgjRX9oGF7g,717731,27558,893,6070
fpxBxp9QKrk,1532904,47589,3304,3848
sbA54L19Yrk,139552,70,32,88
q-lY3912MD8,109878,10381,84,2275
WBfOtfotvi8,10164,29,3,3
5EBDXsTkg1E,416189,2107,714,219
l3xmc0pzzJI,1276326,70960,811,4293
ixxR3ZoqnF0,3483755,789764,2840,72376
PMvQ81VbwMA,7610,13,0,3
Lxet1zLBTM8,1117997,50950,760,5525
LiwBZ_zCvEc,244039,1216,224,424
lVsogHpzi9g,320851,12241,236,1174
BlVJWZMhg7E,111329,4145,96,297
Z6DpdCkUvQc,75479,3242,63,464
9PhM-zCmTFs,178977,14355,87,429
YRnFAW2q7y8,68998,3141,320,1052
VwpYuT2cr9I,68352,1028,58,89
QxZOFLIrdtk,470398,12627,373,2956
aG1TCwWFXBE,41504,36,13,28
WhnHKIT9124,276824,1507,309,139
KH-NMuBWQWE,132088,7346,328,1260
tkE45g7vXA8,169967,2164,47,253
C00ovmkoFUY,28513,1224,4,374
LkOsgh5kcgQ,135510,5044,159,1154
x3-C132jLvs,277980,12183,116,1934
LvaUaOfX4_o,46254,546,26,397
lEver6wnmB0,67378,1057,90,941
WQe7SE3D7WE,73765,6929,96,1504
urk_kp76RoI,205448,24121,621,2804
HaQvKU-GX1k,122728,9876,63,1747
9puSV26D5Sc,118097,3774,168,1419
cWqI_jkv9KM,145581,2008,161,311
1xzGmmWJmhU,50490,80,49,15
sJVMRcr-eug,394069,13889,142,820
GHPh5ED7mlo,187691,1136,104,240
jyn_orqdyHQ,96846,4679,56,304
j3sVkMYGejc,160816,11380,1403,3880
GyxsClOeQl4,80586,1582,1752,3028
NBg_flmYUCk,28939,229,4,86
EEIP1YpFXrE,463992,25840,509,3708
42M31YliUok,117628,957,92,284
Qzsnda62XLc,794338,31491,1406,5616
QW9dpUP74JE,28632,323,9,0
H6jFmjad37s,324707,1092,96,262
pauGHTsGrD4,216137,3619,268,135
rkozDD9ARJI,41065,408,43,258
rFkoepYzjzk,479263,2666,214,300
QqAK822pdYw,51461,2299,47,137
2McDKO-E3Pg,243083,2666,93,796
8iAOtfNzjS4,107088,1131,87,791
QiLQjEtKe3M,293017,1742,224,638
5ORXcfLXuXU,916731,83323,1052,6884
LDzBX_zj9hg,655537,4842,241,1366
qBe3pYZ47ds,95216,11265,108,1225
nVTNrp1RuEI,94640,2024,394,1385
I7p52SKOGZE,8018,403,3,21
qAsSsCZvBuw,52570,3891,40,584
xOjlzuWakD4,487929,15866,378,3628
DB2qwfBeV1g,40266,2045,72,274
TN5jzDgORqQ,325333,2750,307,383
tl_1Fgs2fy8,317426,2784,25,218
7uLWqykxqjY,60282,768,12,168
kHqFkIgVF3c,310494,8566,329,1079
6epjkX1sr2M,129777,4471,140,372
jG1JY0rt2Os,1884763,135815,3303,12752
Aer1Z3pyEC0,206823,13814,127,1699
Rd8UD7WUIr8,670446,95714,3103,6802
R9kODgFr4Fg,39133,613,3,15
JOSvINrYh-c,138609,498,80,617
8MrMKdb_PxY,57741,354,48,300
ITQZ2OrIBNk,92629,4689,82,356
SDvfbvuJtS8,181513,9238,182,1220
6VggjgfkCCg,217795,2806,91,235
2r_nGjgqPE0,102299,11331,94,737
eOQpjvnm4ME,1291361,16081,1368,2877
IEc_kJlrh7k,287346,1178,191,608
v1zIh-FJYGg,781343,76311,743,10482
TyHvyGVs42U,18558186,1002566,32179,59945
PvQ8MdvtJUQ,1178020,21696,668,942
ovXXvT0g6qY,625022,35886,345,3322
gUKIhe9DJpk,118429,383,112,143
HdSLKZ6LN94,456491,22922,195,1521
5n9xafjynJA,1158594,25081,514,3934
XlCHEONTqnc,2244679,174921,3035,20544
S8kr0j1xNcg,215746,1206,60,618
EmXiFUzz33c,54690,979,24,672
iE_bfDcy0iQ,295577,6456,193,504
OhgeXe_gJCU,111389,1368,39,125
5HOijUtExiM,366048,14743,1308,1948
i9GSF3ROa58,646615,68814,1084,5977
IkWxMG-JDk4,271865,14515,75,1818
muzbUiBIZyM,114688,3761,60,536
oSaA3o62eZo,173225,807,31,58
Ae7rZuR9oBw,90474,101,22,85
hf7z001WkJc,559594,29391,180,2684
fvnjrNE5z7A,355233,15095,179,1943
8-u5nd2GqNE,544230,17911,483,3045
