id,views,likes,dislikes,comments
Gn9BgdslFqE,147309,2862,16,363
B4dJZgVDVyU,46672,1390,9,106
zDUkfPp6yIE,48586,31,45,10
cUmcW2iMJ2Q,14141,383,30,190
vWkMCsWwHYU,2623,8,0,25
2CZXls3Yclo,2232830,9906,571,2488
EoJDpt0Olf0,38039,181,22,22
71WwEu5wl6Q,470378,1172,93,903
U7W8NRHCDgo,55564,1499,13,100
3wUhh9Jao5Y,144284,223,24,40
qJnROk40HPU,67091,382,24,40
HIz1H_rkrl0,145723,74,29,121
syFz1coLwKA,85956,421,47,51
HnCU20Cu0fs,2510664,0,0,1641
vez6vYpij4I,275031,7560,313,995
PgDagfn4cu0,195893,531,24,369
UKOZLted03E,593408,4041,105,366
tF2Tsy8q5JY,253095,9020,139,5739
sJVMRcr-eug,394069,13889,142,820
GSzF4rF1-q8,461134,6758,229,997
Y059sNpxyyw,222639,2642,52,370
5ORXcfLXuXU,916731,83322,1052,6884
4Xy3r6sVkG8,148491,0,0,396
kUG5UYhsnw4,114451,550,14,69
SCBx8UBB39w,317172,2043,75,257
2cXD7iLiQAg,194618,274,148,48
Ji86etwZ2C0,53736,37,193,4
ixxR3ZoqnF0,3483755,789769,2840,72376
GgG2zW2Wn9M,48731,504,61,66
42M31YliUok,117628,957,92,284
e7CQoYLUPhc,55174,2231,7,133
aTzSm8ER_iM,19971,890,3,55
pnW_2irBcuA,263612,3268,58,633
dPbKfA6UIyg,62429,2150,41,214
yWwoDZW__6s,95289,873,134,347
lox2HLDDsZY,103556,960,82,248
zQ0q6-aw7qk,170745,2486,43,136
TFcWBN8wYws,47886,0,0,81
PNm9AYppt38,130551,97,27,70
t0Z6zmeTv-4,74360,3335,86,502
2WTWNUCUZLM,62960,568,144,162
1Kzdp47P2aU,247003,13460,28,744
I5heRWVbryo,444372,1345,85,725
TYxPfQZHkf0,112117,0,0,168
cIeX45M0gKg,39857,1950,32,185
_qkxqg3sju0,53475,2070,752,1530
BiafI2FoLxM,51464,705,26,125
yJchCRMmMl8,44695,1769,116,266
z6X5b5-O340,507463,887,205,1278
ZjlaHY4ouRA,25079,1716,41,58
8RuKHhpuP-c,46423,142,13,17
MDgyiVdGDAw,29125,2681,30,325
Fdpd_g4XIfI,31202,333,11,48
ziHdYYcafRI,37801,1632,47,160
rKbLCDZGgqI,68016,3775,9,157
fh5MuKHc_70,40627,86,33,109
1Mge0HKjM3A,102204,124,78,4
5i5biXZKap8,94286,413,22,134
E9r3LJ8plTo,18320,741,10,45
ojWUfta_HyE,18964,91,9,106
jeipVWq6F0g,54815,201,10,132
3k7guLudWY0,66659,4233,18,868
aLGtS4EYA1k,125895,75,51,29
8Ful9r1NroE,128687,1297,18,201
MivWmri6Rs8,74183,1896,28,188
5YNjG2kyP24,21985,83,10,41
naUN-d5igeo,29383,304,4,34
O74sy2_T65Q,9949,1057,7,132
k8gXWmp-CCw,18085,162,6,112
41RBgiYtZhI,33617,12,39,24
OPCWhrUj6Rk,431742,1710,352,1632
idl8ouH41lo,47510,1825,3,114
mAei1XhIHww,66937,67,35,34
9HWH2WB2Vrg,128949,4539,28,378
3TRleKw2CSo,20939,1742,8,145
FsAsZUghhx8,16810,316,5,19
FlffHLiyhUI,5967,644,1,63
Tk1hEZkQDu4,96593,1443,9,64
VByKptvh-ZA,5890,67,0,55
uzrRY4FEoNc,305511,820,52,0
RwwV6WX6SmI,19074,85,5,14
MMotmS8V0Bk,141515,2566,30,146
02f-4BdLuis,57515,1909,15,80
_jkDVOziffY,73200,707,15,396
FW-D1039qnw,67833,296,49,106
ZRV6v0rVRms,50948,995,9,35
jNFGiiE0P0M,30746,274,18,53
6Oxp49EtodU,399850,2243,265,513
zNjbnY18wZw,15336,0,0,10
S4AN0HTKyho,30535,1653,31,94
l-EYXFGtwNY,40225,287,34,91
G45nxVny9jw,47974,431,16,78
HUhD9L_4fqM,13681,19,7,62
NdQf-JuBjp0,683610,4596,485,1688
57hahw5KwKE,91080,423,50,42
tO5eH6oRMfw,1644780,6829,438,1153
fRj34o4hN4I,6451949,150021,2976,26869
6uJf2IT2Zh8,4340962,396800,11280,41890
ExkvZ6OrQnM,805924,6185,115,426
WXiH3xLN9js,590965,4529,632,1800
seiXxoL6QF0,291420,1705,123,636
yVp4knVkvAI,301874,5158,123,744
H1sXXqBDydk,1130341,13940,630,2140
teVdIQ9GQuk,257822,10455,75,1411
9gP8yDIWz-Q,89679,11624,15,1177
Jwt80BCR4AQ,105629,1635,98,134
eVAwaHy0cII,145078,149,15,23
q8kDP33JF-E,54648,961,25,119
7HOshr-MGAU,47854,61,2,35
qjnXrH59_n0,174329,4643,64,335
oq3cdLxX6u0,54797,3112,35,675
HBOn__cinBE,40309,42,142,10
gpJI04NXX2c,23493,55,32,144
qGaW4D_5pUI,86221,879,93,90
BrGXhAjU30Y,58531,119,5,82
0CRgv61t4_o,113575,755,81,155
JQIgYx1tQ9E,59728,574,65,163
SPf5Aip45P0,35951,1341,26,256
dUHDO2X24Vg,38052,452,15,219
OektyOriDok,88261,2356,192,423
FclI8DFWHQQ,119338,69,13,14
M4nb9tDmtus,54133,364,8,26
SGCpb91MQcc,38481,690,12,113
Tb98HG5XpsA,51492,2049,144,328
hDxgxKgdmxg,92177,3730,20,201
7yNWeyPFhGg,55143,1456,22,419
NVmRSd5F5iI,40380,2116,43,457
wElpRMHgwE8,39937,694,19,201
4Mj8_0xVxV8,91659,2431,28,779
z5r6iif9oqs,49920,731,57,151
a6JWxAW-lyQ,96071,401,18,253
k2JhzsTdKdo,9556,169,0,14
_rl5grc_kS0,29470,311,18,17
CTTQG7A_ScU,193240,27809,23,820
rS2w6EnvYyY,174666,4025,23,392
bW7sT6bVYzI,13792,31,4,12
OvqK6330ex4,21920,57,13,101
t5_Zgd378bc,128638,502,17,72
IEUOiIEVhYw,78910,168,9,94
fJrUCCvzfV4,107201,904,42,238
H9pvQMktVxg,13866,1268,4,84
WNazRYuTia4,199019,641,20,466
N8ge5YKZUBg,26432,1473,44,73
Bhw0QQs3C14,49896,107,4,65
0wuVk7t2ynE,23948,269,7,120
dFFP6y73lAE,43348,289,24,189
2R3SzPosoKo,43672,675,22,429
P0hLY6aw70A,20234,337,6,37
AP23cSYFy5I,215145,11497,99,8454
jdLkwS9rRs0,57803,147,5,55
Rwn1ON7cJsc,17944,1367,9,103
7uVU6QAvgG8,647600,13021,807,2364
jKkOYEW7RvQ,3158597,19584,995,7573
e4oiMBLrKnk,28764,409,5,22
XJEXaSAv4Ao,133584,3927,49,668
pqQEkwKN2pI,14279,351,2,28
fZAqYDDjxlY,205135,2900,59,350
1KUr_JOVL0o,6304,258,0,28
0Ov7D6qAwTw,24984,303,35,256
ZA1cnkuY5OE,11277,60,1,25
MwnhGnyJxfU,31049,1599,12,92
_BWPOdSgN4c,7745,25,1,2
vQEQxaH3jnk,10640,257,2,13
9LwXLXoeoE4,104246,926,85,351
eLOa70hJUuE,57487,313,15,182
LC3h3fowqkg,10112,0,0,0
2D3lfN2R_bg,32992,455,62,58
5OoaR_VIBnU,175106,9888,19,541
p6BfWpjp-LQ,144591,4826,14,212
XLSjzjS-pu8,285687,1933,213,479
mJ3zbzerBPM,16953,196,24,12
u72QzOXTL7g,25875,256,18,20
0qRgM3_rBkY,279253,5234,96,2560
M36mkfQTdHo,52119,212,50,30
188Vjha0Ysg,133768,6548,22,1111
kqrrleuAKnk,25923,198,26,52
S8kr0j1xNcg,215746,1206,60,618
coSa4jz9ZR4,1978561,6223,1568,2760
jYJzo_17TIA,20287,402,5,21
18Wl_mVm7dI,10292,71,1,0
rP6518v8tAI,148438,87,25,53
8R8GVxopH5M,200290,3394,47,1281
mMjJWvzCq9U,95930,596,68,275
eP_SjKtbD2I,153442,2085,54,541
g12naIkXFRw,373946,2012,52,169
_TuDy59fxfQ,348070,18092,77,1192
ZJDMWVZta3M,4746854,157943,2072,23205
OfrrB8BPC7U,279712,1079,67,530
DgLXaMOfiis,474745,6342,156,970
yczM9YHv29s,118560,2859,46,1111
W5SkBONEJfI,23330,982,2,127
i9T7MXQddp0,66830,1198,44,221
fai3daBgIUQ,23596,0,0,110
D6sQQs5dlNI,68604,865,13,105
5sx0EkB0ISY,74219,155,551,1254
kQPGn06MgaA,85580,1066,31,119
D3_x9GrENTI,61847,2664,130,252
J-o9kz5qHlw,113306,311,17,366
OlhqpUptz_0,46795,1656,36,233
whLD2R66BWA,75552,1532,11,110
TtysChGvWqY,89000,190,139,539
0uia4YzyIhI,171961,3693,126,651
58RkWoRO50Y,13966,292,1,14
v9KhTTVaMsQ,19790,30,5,23
qOXeW94SDnQ,61289,258,18,86
C2M7vjDdiUo,57311,755,176,687
iYY1pZg4_eM,18876,161,4,122
QRSK6ZD12-s,479159,18495,180,4755
Z6wH_nzuptk,108156,2420,16,142
P8_2CNuT-nY,65527,3100,52,317
WRy9TLiqApI,65493,1020,3,27
Em5EjuLlItM,23286,140,24,140
5gr6A81kGMw,627052,12636,168,558
b-74IEMcstM,134630,480,272,1449
0JpQYHsbxyc,191107,736,28,412
_3f7WNX7GLs,146309,4752,31,756
VKUpkuQvx0U,50050,1040,11,54
UcokFVVb-Jk,34778,353,20,0
JvVfhlTVHrM,47662,458,26,148
4ha_Stx096c,10033,18,2,2
GewxEt6nao8,11143,0,0,15
tDXGMAJfd_A,24233,86,17,4
xnDh90_VxxI,32669,1845,28,177
RjpZXXZjUCw,47767,687,2,31
wjFnSHSiq7E,23734,1700,17,233
52lQranLPd0,19371,241,8,21
5OdxCSE0OWE,108966,1175,41,414
GcJLAEsL5Lw,10959,269,1,24
FFaNtqVKrZs,28527,1555,421,177
BAC0ZOBrm0g,118591,407,16,107
VD1QOLIhvzA,1828173,9405,1030,3444
WmG-gsZySqM,62670,1163,5,167
vuRG9lDcdbI,111015,2859,43,142
m0ridNzlrW8,18054,979,19,32
SF0V0a6KJxk,36779,148,5,24
g9k1vprdNEo,39967,439,16,73
2U-O2lZyS_I,138469,2093,41,822
l3E-9eHJm2I,129209,121,50,4
M9JvD68xokI,8257,500,0,28
Bw7gEbjads8,11330,35,2,12
GabUy-MDRjU,32218,696,5,63
T-Qc9h1bYVI,37450,0,0,239
Gg3LNDfXxnk,176484,1784,114,439
JBAvEtOfRio,146122,0,0,721
vYb3o7nECCA,106408,1262,49,115
iY3OdMRTTiI,23284,252,4,81
l5XZmJWjt3E,18358,748,17,209
TWnjEUK3wwA,666252,2996,853,165
36qc1QtE6bk,2050,3,0,0
N9UaHign-AM,16548,92,15,119
I-986GQLMlU,149589,2789,26,191
TcX45uPgsLs,96166,2049,24,255
kRA_xJIRUZI,84943,508,33,111
WtOjsDRSca4,267540,4547,106,455
H6XdLGg-TSk,174319,499,48,61
HanYkceqypQ,163901,610,48,325
14K3TYX1Sro,48103,658,22,79
0ep6grvDTTI,143756,2514,62,471
w_9YBUDu9pk,96475,284,13,56
8x7AlYmexzk,32703,908,8,74
1LM2N6HoUOg,172527,336,71,342
iN7gYu4Kq2k,83302,1932,12,139
0Hde2YgswSg,30463,1885,276,262
Sdkf8BfJe4g,168644,1177,57,144
hIEZlQnW1oc,45408,485,40,85
eNDNtCTR6X8,217604,511,41,564
GSwe4e9HPCM,113862,300,15,137
XFiy6ycyU0c,177957,531,24,159
qXoiVChrYd8,39077,124,24,21
fWXklO5BvnY,65661,548,86,444
j6s-Kno-OwM,36877,1053,8,95
xC11kG4YE_c,46255,184,4,39
dVM5sqZlICY,96889,2702,11,406
5VlMFGh8AvQ,279048,1982,294,858
4fBE-A8sgIQ,24959,1457,50,39
dWLaQr-16R0,23141,211,4,10
x9XGbwJ0cXo,14679,222,7,27
oRZhBwjqsgY,168956,201,50,203
Esp3nuVF8So,288235,950,45,190
CssBYyA0B5E,47433,1684,57,392
B-BMbDJTgN8,28087,1875,18,207
2-CPYax0xTM,11311,0,0,13
MgIESwYi5XI,39104,53,24,6
dnYh4xlejIY,240127,660,54,256
M_rnnvoL-lo,6368,61,1,34
s7FB0WmiG_0,112218,4281,185,483
hG1bjVAQesw,50068,201,53,70
8xcBV8GFrQk,240641,882,38,434
ApDj07YtxfI,30618,305,31,24
QFQlUc5xFtU,13191,132,2,99
JrzQ8FchIR8,26186,899,10,170
sQdKZgxxabk,8594,128,0,14
